"rt","key_press","block_duration","possible_responses","stim_duration","exp_stage","correct","correct_response","flanker_middle_direction","flanker_type","flanker_location","cue","trial_num","p","t","condition","experience","current","breath","group"
738,39,738,"37,39",738,"test","true",39,"right","incongruent","down","center",97,"16","2","Meditation","High","Medium","HIgh","FAM"
789,37,789,"37,39",789,"test","true",37,"left","incongruent","up","nocue",98,"16","2","Meditation","High","Medium","HIgh","FAM"
639,39,639,"37,39",639,"test","true",39,"right","neutral","down","center",99,"16","2","Meditation","High","Medium","HIgh","FAM"
627,37,627,"37,39",627,"test","true",37,"left","neutral","down","center",100,"16","2","Meditation","High","Medium","HIgh","FAM"
630,39,630,"37,39",630,"test","true",39,"right","incongruent","down","nocue",101,"16","2","Meditation","High","Medium","HIgh","FAM"
564,39,564,"37,39",564,"test","true",39,"right","neutral","down","spatial",102,"16","2","Meditation","High","Medium","HIgh","FAM"
576,39,576,"37,39",576,"test","true",39,"right","incongruent","up","spatial",103,"16","2","Meditation","High","Medium","HIgh","FAM"
908,37,908,"37,39",908,"test","true",37,"left","neutral","down","nocue",104,"16","2","Meditation","High","Medium","HIgh","FAM"
657,37,657,"37,39",657,"test","true",37,"left","neutral","up","double",105,"16","2","Meditation","High","Medium","HIgh","FAM"
524,39,524,"37,39",524,"test","true",39,"right","congruent","up","spatial",106,"16","2","Meditation","High","Medium","HIgh","FAM"
742,37,742,"37,39",742,"test","true",37,"left","congruent","down","nocue",107,"16","2","Meditation","High","Medium","HIgh","FAM"
667,39,667,"37,39",667,"test","true",39,"right","incongruent","up","nocue",108,"16","2","Meditation","High","Medium","HIgh","FAM"
585,39,585,"37,39",585,"test","true",39,"right","neutral","up","double",109,"16","2","Meditation","High","Medium","HIgh","FAM"
692,37,692,"37,39",692,"test","true",37,"left","congruent","down","spatial",110,"16","2","Meditation","High","Medium","HIgh","FAM"
640,39,640,"37,39",640,"test","true",39,"right","neutral","up","nocue",111,"16","2","Meditation","High","Medium","HIgh","FAM"
810,37,810,"37,39",810,"test","true",37,"left","incongruent","down","spatial",112,"16","2","Meditation","High","Medium","HIgh","FAM"
770,39,770,"37,39",770,"test","true",39,"right","incongruent","down","double",113,"16","2","Meditation","High","Medium","HIgh","FAM"
534,37,534,"37,39",534,"test","true",37,"left","neutral","up","spatial",114,"16","2","Meditation","High","Medium","HIgh","FAM"
585,39,585,"37,39",585,"test","true",39,"right","neutral","up","center",115,"16","2","Meditation","High","Medium","HIgh","FAM"
521,39,521,"37,39",521,"test","true",39,"right","incongruent","up","center",116,"16","2","Meditation","High","Medium","HIgh","FAM"
790,39,790,"37,39",790,"test","true",39,"right","neutral","down","nocue",117,"16","2","Meditation","High","Medium","HIgh","FAM"
730,37,730,"37,39",730,"test","true",37,"left","incongruent","down","center",118,"16","2","Meditation","High","Medium","HIgh","FAM"
969,37,969,"37,39",969,"test","true",37,"left","incongruent","up","center",119,"16","2","Meditation","High","Medium","HIgh","FAM"
682,39,682,"37,39",682,"test","true",39,"right","incongruent","down","spatial",120,"16","2","Meditation","High","Medium","HIgh","FAM"
612,39,612,"37,39",612,"test","true",39,"right","congruent","down","double",121,"16","2","Meditation","High","Medium","HIgh","FAM"
622,39,622,"37,39",622,"test","true",39,"right","congruent","up","double",122,"16","2","Meditation","High","Medium","HIgh","FAM"
699,37,699,"37,39",699,"test","true",37,"left","congruent","down","center",123,"16","2","Meditation","High","Medium","HIgh","FAM"
614,39,614,"37,39",614,"test","true",39,"right","congruent","up","center",124,"16","2","Meditation","High","Medium","HIgh","FAM"
724,37,724,"37,39",724,"test","true",37,"left","congruent","down","double",125,"16","2","Meditation","High","Medium","HIgh","FAM"
679,37,679,"37,39",679,"test","true",37,"left","incongruent","up","double",126,"16","2","Meditation","High","Medium","HIgh","FAM"
698,39,698,"37,39",698,"test","true",39,"right","congruent","up","nocue",127,"16","2","Meditation","High","Medium","HIgh","FAM"
838,39,838,"37,39",838,"test","true",39,"right","neutral","down","double",128,"16","2","Meditation","High","Medium","HIgh","FAM"
804,37,804,"37,39",804,"test","true",37,"left","incongruent","down","nocue",129,"16","2","Meditation","High","Medium","HIgh","FAM"
753,37,753,"37,39",753,"test","true",37,"left","congruent","up","nocue",130,"16","2","Meditation","High","Medium","HIgh","FAM"
601,37,601,"37,39",601,"test","true",37,"left","congruent","up","center",131,"16","2","Meditation","High","Medium","HIgh","FAM"
507,37,507,"37,39",507,"test","true",37,"left","congruent","up","spatial",132,"16","2","Meditation","High","Medium","HIgh","FAM"
567,37,567,"37,39",567,"test","true",37,"left","neutral","up","nocue",133,"16","2","Meditation","High","Medium","HIgh","FAM"
556,37,556,"37,39",556,"test","true",37,"left","congruent","up","double",134,"16","2","Meditation","High","Medium","HIgh","FAM"
920,37,920,"37,39",920,"test","true",37,"left","incongruent","up","spatial",135,"16","2","Meditation","High","Medium","HIgh","FAM"
990,37,990,"37,39",990,"test","true",37,"left","incongruent","down","double",136,"16","2","Meditation","High","Medium","HIgh","FAM"
597,39,597,"37,39",597,"test","true",39,"right","neutral","up","spatial",137,"16","2","Meditation","High","Medium","HIgh","FAM"
535,37,535,"37,39",535,"test","true",37,"left","neutral","down","spatial",138,"16","2","Meditation","High","Medium","HIgh","FAM"
808,39,808,"37,39",808,"test","true",39,"right","congruent","down","center",139,"16","2","Meditation","High","Medium","HIgh","FAM"
647,39,647,"37,39",647,"test","true",39,"right","congruent","down","nocue",140,"16","2","Meditation","High","Medium","HIgh","FAM"
839,37,839,"37,39",839,"test","true",37,"left","neutral","up","center",141,"16","2","Meditation","High","Medium","HIgh","FAM"
785,39,785,"37,39",785,"test","true",39,"right","congruent","down","spatial",142,"16","2","Meditation","High","Medium","HIgh","FAM"
749,37,749,"37,39",749,"test","true",37,"left","neutral","down","double",143,"16","2","Meditation","High","Medium","HIgh","FAM"
681,39,681,"37,39",681,"test","true",39,"right","incongruent","up","double",144,"16","2","Meditation","High","Medium","HIgh","FAM"
613,39,613,"37,39",613,"test","true",39,"right","incongruent","up","spatial",1,"17","1","Meditation","Low","Medium","HIgh","FAM"
609,37,609,"37,39",609,"test","true",37,"left","neutral","up","nocue",2,"17","1","Meditation","Low","Medium","HIgh","FAM"
743,37,743,"37,39",743,"test","true",37,"left","congruent","down","double",3,"17","1","Meditation","Low","Medium","HIgh","FAM"
554,37,554,"37,39",554,"test","true",37,"left","congruent","down","center",4,"17","1","Meditation","Low","Medium","HIgh","FAM"
642,37,642,"37,39",642,"test","true",37,"left","incongruent","up","center",5,"17","1","Meditation","Low","Medium","HIgh","FAM"
620,39,620,"37,39",620,"test","true",39,"right","congruent","up","double",6,"17","1","Meditation","Low","Medium","HIgh","FAM"
632,39,632,"37,39",632,"test","true",39,"right","neutral","down","spatial",7,"17","1","Meditation","Low","Medium","HIgh","FAM"
575,39,575,"37,39",575,"test","true",39,"right","incongruent","up","double",8,"17","1","Meditation","Low","Medium","HIgh","FAM"
663,39,663,"37,39",663,"test","true",39,"right","incongruent","down","center",9,"17","1","Meditation","Low","Medium","HIgh","FAM"
711,37,711,"37,39",711,"test","true",37,"left","neutral","down","spatial",10,"17","1","Meditation","Low","Medium","HIgh","FAM"
747,37,747,"37,39",747,"test","true",37,"left","incongruent","down","center",11,"17","1","Meditation","Low","Medium","HIgh","FAM"
613,37,613,"37,39",613,"test","true",37,"left","incongruent","down","nocue",12,"17","1","Meditation","Low","Medium","HIgh","FAM"
509,37,509,"37,39",509,"test","true",37,"left","neutral","down","double",13,"17","1","Meditation","Low","Medium","HIgh","FAM"
730,39,730,"37,39",730,"test","true",39,"right","neutral","up","double",14,"17","1","Meditation","Low","Medium","HIgh","FAM"
727,37,727,"37,39",727,"test","true",37,"left","neutral","up","double",15,"17","1","Meditation","Low","Medium","HIgh","FAM"
659,39,659,"37,39",659,"test","true",39,"right","congruent","down","spatial",16,"17","1","Meditation","Low","Medium","HIgh","FAM"
671,37,671,"37,39",671,"test","true",37,"left","incongruent","up","nocue",17,"17","1","Meditation","Low","Medium","HIgh","FAM"
595,39,595,"37,39",595,"test","true",39,"right","neutral","down","center",18,"17","1","Meditation","Low","Medium","HIgh","FAM"
616,37,616,"37,39",616,"test","true",37,"left","congruent","down","spatial",19,"17","1","Meditation","Low","Medium","HIgh","FAM"
545,39,545,"37,39",545,"test","true",39,"right","congruent","down","nocue",20,"17","1","Meditation","Low","Medium","HIgh","FAM"
494,39,494,"37,39",494,"test","true",39,"right","neutral","down","double",21,"17","1","Meditation","Low","Medium","HIgh","FAM"
523,39,523,"37,39",523,"test","true",39,"right","neutral","down","nocue",22,"17","1","Meditation","Low","Medium","HIgh","FAM"
472,39,472,"37,39",472,"test","true",39,"right","neutral","up","center",23,"17","1","Meditation","Low","Medium","HIgh","FAM"
460,39,460,"37,39",460,"test","true",39,"right","neutral","up","spatial",24,"17","1","Meditation","Low","Medium","HIgh","FAM"
809,37,809,"37,39",809,"test","true",37,"left","congruent","up","nocue",25,"17","1","Meditation","Low","Medium","HIgh","FAM"
637,39,637,"37,39",637,"test","true",39,"right","incongruent","down","double",26,"17","1","Meditation","Low","Medium","HIgh","FAM"
530,37,530,"37,39",530,"test","true",37,"left","incongruent","down","spatial",27,"17","1","Meditation","Low","Medium","HIgh","FAM"
500,39,500,"37,39",500,"test","true",39,"right","incongruent","down","spatial",28,"17","1","Meditation","Low","Medium","HIgh","FAM"
675,39,675,"37,39",675,"test","true",39,"right","incongruent","up","center",29,"17","1","Meditation","Low","Medium","HIgh","FAM"
634,37,634,"37,39",634,"test","true",37,"left","congruent","up","spatial",30,"17","1","Meditation","Low","Medium","HIgh","FAM"
589,39,589,"37,39",589,"test","true",39,"right","congruent","down","center",31,"17","1","Meditation","Low","Medium","HIgh","FAM"
676,39,676,"37,39",676,"test","true",39,"right","incongruent","up","nocue",32,"17","1","Meditation","Low","Medium","HIgh","FAM"
834,39,834,"37,39",834,"test","true",39,"right","congruent","down","double",33,"17","1","Meditation","Low","Medium","HIgh","FAM"
506,37,506,"37,39",506,"test","true",37,"left","neutral","down","center",34,"17","1","Meditation","Low","Medium","HIgh","FAM"
718,39,718,"37,39",718,"test","true",39,"right","congruent","up","nocue",35,"17","1","Meditation","Low","Medium","HIgh","FAM"
554,37,554,"37,39",554,"test","true",37,"left","congruent","up","center",36,"17","1","Meditation","Low","Medium","HIgh","FAM"
521,39,521,"37,39",521,"test","true",39,"right","neutral","up","nocue",37,"17","1","Meditation","Low","Medium","HIgh","FAM"
651,37,651,"37,39",651,"test","true",37,"left","congruent","up","double",38,"17","1","Meditation","Low","Medium","HIgh","FAM"
533,39,533,"37,39",533,"test","true",39,"right","congruent","up","spatial",39,"17","1","Meditation","Low","Medium","HIgh","FAM"
627,37,627,"37,39",627,"test","true",37,"left","incongruent","up","double",40,"17","1","Meditation","Low","Medium","HIgh","FAM"
584,37,584,"37,39",584,"test","true",37,"left","incongruent","up","spatial",42,"17","1","Meditation","Low","Medium","HIgh","FAM"
736,37,736,"37,39",736,"test","true",37,"left","incongruent","down","double",43,"17","1","Meditation","Low","Medium","HIgh","FAM"
527,37,527,"37,39",527,"test","true",37,"left","neutral","up","center",44,"17","1","Meditation","Low","Medium","HIgh","FAM"
740,37,740,"37,39",740,"test","true",37,"left","congruent","down","nocue",46,"17","1","Meditation","Low","Medium","HIgh","FAM"
584,37,584,"37,39",584,"test","true",37,"left","neutral","up","spatial",47,"17","1","Meditation","Low","Medium","HIgh","FAM"
730,39,730,"37,39",730,"test","true",39,"right","congruent","up","center",48,"17","1","Meditation","Low","Medium","HIgh","FAM"
583,39,583,"37,39",583,"test","true",39,"right","congruent","up","spatial",49,"17","1","Meditation","Low","Medium","HIgh","FAM"
524,37,524,"37,39",524,"test","true",37,"left","neutral","up","spatial",50,"17","1","Meditation","Low","Medium","HIgh","FAM"
883,37,883,"37,39",883,"test","true",37,"left","neutral","down","center",51,"17","1","Meditation","Low","Medium","HIgh","FAM"
732,37,732,"37,39",732,"test","true",37,"left","congruent","down","double",52,"17","1","Meditation","Low","Medium","HIgh","FAM"
608,39,608,"37,39",608,"test","true",39,"right","congruent","down","spatial",53,"17","1","Meditation","Low","Medium","HIgh","FAM"
723,37,723,"37,39",723,"test","true",37,"left","incongruent","up","nocue",54,"17","1","Meditation","Low","Medium","HIgh","FAM"
745,39,745,"37,39",745,"test","true",39,"right","neutral","down","nocue",55,"17","1","Meditation","Low","Medium","HIgh","FAM"
447,37,447,"37,39",447,"test","true",37,"left","congruent","up","double",56,"17","1","Meditation","Low","Medium","HIgh","FAM"
706,37,706,"37,39",706,"test","true",37,"left","congruent","down","center",57,"17","1","Meditation","Low","Medium","HIgh","FAM"
539,39,539,"37,39",539,"test","true",39,"right","neutral","down","spatial",58,"17","1","Meditation","Low","Medium","HIgh","FAM"
510,37,510,"37,39",510,"test","true",37,"left","congruent","down","spatial",59,"17","1","Meditation","Low","Medium","HIgh","FAM"
624,39,624,"37,39",624,"test","true",39,"right","neutral","down","double",60,"17","1","Meditation","Low","Medium","HIgh","FAM"
825,39,825,"37,39",825,"test","true",39,"right","neutral","up","double",61,"17","1","Meditation","Low","Medium","HIgh","FAM"
795,39,795,"37,39",795,"test","true",39,"right","incongruent","down","spatial",62,"17","1","Meditation","Low","Medium","HIgh","FAM"
648,39,648,"37,39",648,"test","true",39,"right","congruent","up","double",64,"17","1","Meditation","Low","Medium","HIgh","FAM"
662,37,662,"37,39",662,"test","true",37,"left","incongruent","up","double",65,"17","1","Meditation","Low","Medium","HIgh","FAM"
758,37,758,"37,39",758,"test","true",37,"left","neutral","down","spatial",66,"17","1","Meditation","Low","Medium","HIgh","FAM"
650,37,650,"37,39",650,"test","true",37,"left","neutral","up","double",67,"17","1","Meditation","Low","Medium","HIgh","FAM"
636,39,636,"37,39",636,"test","true",39,"right","congruent","down","double",68,"17","1","Meditation","Low","Medium","HIgh","FAM"
729,39,729,"37,39",729,"test","true",39,"right","incongruent","down","nocue",69,"17","1","Meditation","Low","Medium","HIgh","FAM"
789,39,789,"37,39",789,"test","true",39,"right","congruent","up","center",70,"17","1","Meditation","Low","Medium","HIgh","FAM"
546,39,546,"37,39",546,"test","true",39,"right","neutral","up","nocue",71,"17","1","Meditation","Low","Medium","HIgh","FAM"
560,37,560,"37,39",560,"test","true",37,"left","incongruent","up","spatial",72,"17","1","Meditation","Low","Medium","HIgh","FAM"
873,39,873,"37,39",873,"test","true",39,"right","congruent","down","nocue",73,"17","1","Meditation","Low","Medium","HIgh","FAM"
589,37,589,"37,39",589,"test","true",37,"left","incongruent","down","center",74,"17","1","Meditation","Low","Medium","HIgh","FAM"
603,37,603,"37,39",603,"test","true",37,"left","incongruent","down","double",75,"17","1","Meditation","Low","Medium","HIgh","FAM"
659,37,659,"37,39",659,"test","true",37,"left","incongruent","up","center",76,"17","1","Meditation","Low","Medium","HIgh","FAM"
